None,closeask,openask,highask,lowask
541,1.71096,1.71168,1.71179,1.70842
542,1.71249,1.71096,1.71258,1.71044
543,1.71202,1.71249,1.71287,1.71133
544,1.71414,1.71202,1.71474,1.712
545,1.71257,1.71301,1.71381,1.7101
546,1.71309,1.71257,1.71331,1.71194
547,1.71283,1.71309,1.71339,1.71214
548,1.71316,1.71283,1.7135,1.71197
549,1.71191,1.71316,1.71352,1.71168
550,1.71274,1.71191,1.71294,1.7112
551,1.71297,1.71274,1.71352,1.71255
552,1.71334,1.71297,1.71372,1.71218
553,1.71304,1.71334,1.71382,1.71265
554,1.71354,1.71304,1.71461,1.71228
555,1.71168,1.71354,1.71505,1.71088
556,1.71008,1.71168,1.71205,1.70818
557,1.70884,1.71008,1.71024,1.70728
558,1.71091,1.70884,1.7116,1.70869
559,1.7133,1.71091,1.7133,1.71046
560,1.71194,1.7133,1.71347,1.71108
561,1.71509,1.71194,1.71521,1.71148
562,1.717,1.71509,1.72186,1.71507
563,1.71561,1.717,1.71758,1.71361
564,1.7132,1.71561,1.71584,1.71312
565,1.71362,1.7132,1.71452,1.71135
566,1.71183,1.71362,1.71383,1.7115
567,1.70976,1.71183,1.71227,1.70946
568,1.70933,1.70976,1.7112,1.70912
569,1.71112,1.70933,1.71153,1.70915
570,1.70869,1.71112,1.71123,1.70866
571,1.71016,1.70869,1.71074,1.70865
572,1.7104,1.71016,1.71062,1.70991
573,1.71079,1.7104,1.71101,1.71014
574,1.70887,1.71079,1.71087,1.70867
575,1.70853,1.70887,1.70908,1.7083
576,1.70888,1.70853,1.70934,1.70828
577,1.7099,1.70888,1.71008,1.70884
578,1.71134,1.7099,1.71165,1.70933
579,1.71033,1.71134,1.7116,1.7092
580,1.7063,1.71033,1.71105,1.7059
581,1.7058,1.7063,1.70675,1.70527
582,1.70642,1.7058,1.7065,1.70357
583,1.7064,1.70642,1.70681,1.70463
584,1.70405,1.7064,1.7081,1.70393
585,1.7028,1.70405,1.705,1.70051
586,1.69916,1.7028,1.70327,1.69849
587,1.7001,1.69916,1.70076,1.69852
588,1.70076,1.7001,1.70131,1.69989
589,1.70138,1.70076,1.70232,1.70071
590,1.70305,1.70138,1.70326,1.70101
591,1.70137,1.70305,1.70309,1.70046
592,1.70027,1.70137,1.70174,1.70002
